,5288.0,5289.4,5290.0,5290.6,5280.8,0.0,0.0,0.0,0.0,-73.6
,5264.4,5258.2,5250.2,5247.6,5246.8,-204.2,-253.2,-291.6,-310.0,-311.0
,5244.0,5232.6,5230.2,5239.4,5238.2,-327.0,-405.4,-396.8,-346.6,-352.2
,5231.0,5230.6,5227.8,5219.0,5227.2,-401.6,-402.0,-417.8,-481.6,-417.4
,5223.6,5224.8,5232.6,5235.8,5233.0,-438.6,-402.8,-358.6,-337.8,-360.2
,5230.0,5222.4,5228.0,5225.2,5222.2,-379.0,-434.0,-390.0,-413.4,-435.0
,5231.0,5215.2,5213.2,5219.0,5214.8,-337.6,-476.2,-478.6,-433.6,-465.0
,5213.6,5210.8,5214.4,5230.0,5224.6,-470.6,-497.6,-431.0,-333.2,-400.8
,5221.2,5226.2,5229.0,5228.0,5227.6,-401.0,-365.2,-342.0,-351.0,-351.0
,5229.0,5223.4,5214.2,5218.4,5228.2,-341.0,-414.2,-450.2,-412.0,-336.8
,5221.8,5221.6,5232.2,5233.2,5229.2,-390.0,-385.0,-299.4,-318.2,-331.4
,5230.8,5230.6,5228.2,5225.0,5229.0,-320.6,-318.2,-336.6,-362.0,-326.8
,5228.8,5222.2,5221.6,5229.8,5229.4,-341.2,-384.2,-351.6,-317.4,-318.0
,5223.0,5224.4,5228.6,5228.0,5230.2,-367.2,-349.4,-320.8,-327.0,-314.2
,5227.6,5228.6,5232.2,5232.6,5227.0,-330.2,-318.0,-293.8,-295.0,-331.0
,5230.6,5227.0,5227.6,5227.8,5229.8,-303.0,-327.6,-321.6,-333.0,-308.6
,5220.4,5220.0,5226.4,5226.8,5232.6,-378.4,-380.0,-329.6,-327.8,-247.2
,5226.8,5225.8,5221.2,5254.0,5241.2,-325.0,-331.4,-373.8,-115.6,-224.0
,5217.6,5223.2,5219.2,5218.2,5223.6,-398.0,-349.0,-375.6,-371.0,-333.4
,5226.0,5242.0,5230.4,5229.6,5233.8,-324.0,-181.4,-294.0,-293.8,-267.0
,5235.4,5231.6,5228.0,5225.4,5224.0,-248.0,-282.4,-307.0,-329.0,-337.2
,5223.6,5223.8,5224.0,5224.4,5224.6,-338.0,-333.2,-332.0,-327.2,-323.2
,5226.6,5231.6,5228.4,5228.2,5229.2,-303.0,-273.2,-300.2,-292.4,-290.4
,5227.4,5224.4,5214.6,5225.0,5225.8,-303.6,-321.0,-394.0,-317.2,-306.8
,5226.6,5221.4,5225.0,5225.0,5226.2,-301.0,-340.2,-314.6,-314.0,-302.6
,5224.0,5227.2,5233.4,5236.0,5233.8,-320.0,-288.8,-239.6,-234.0,-253.8
,5231.0,5228.6,5225.6,5226.8,5226.2,-273.0,-286.0,-305.2,-297.4,-306.2
,5225.2,5227.2,5222.6,5226.8,5223.2,-305.6,-291.2,-330.4,-293.8,-320.2
,5222.4,5222.6,5222.8,5227.2,5229.2,-326.6,-323.0,-316.4,-277.6,-267.8
,5223.4,5225.8,5221.2,5222.6,5223.0,-313.8,-292.2,-333.0,-317.4,-313.8
,5220.0,5221.2,5223.8,5213.4,5215.6,-336.0,-324.0,-299.0,-385.2,-359.8
,5222.6,5221.6,5220.6,5224.2,5229.0,-306.8,-316.2,-322.0,-296.0,-259.0
,5224.2,5219.6,5215.6,5211.0,5211.0,-294.6,-330.8,-357.2,-387.8,-387.6
,5216.0,5222.8,5216.8,5216.4,5212.4,-348.0,-307.8,-343.0,-352.6,-370.0
,5212.0,5211.2,5211.0,5211.4,5213.2,-373.6,-375.6,-374.0,-370.4,-356.0
,5217.4,5216.2,5219.0,5215.2,5211.2,-327.8,-333.0,-310.8,-345.6,-368.2
,5212.6,5211.0,5216.0,5210.6,5214.2,-354.6,-368.0,-335.2,-367.6,-336.4
,5211.8,5208.8,5207.0,5208.0,5210.4,-358.0,-376.2,-389.0,-378.0,-360.4
,5211.0,5211.6,5197.4,5210.2,5202.0,-356.0,-372.6,-449.4,-322.2,-432.2
,5200.8,5205.6,5210.0,5205.0,5207.2,-420.4,-382.8,-351.6,-384.6,-358.8
,5212.4,5214.4,5213.4,5213.8,5211.6,-329.0,-316.4,-329.0,-321.8,-338.6
,5207.4,5207.0,5210.6,5212.2,5212.0,-371.6,-369.2,-337.6,-327.6,-327.8
,5212.4,5211.0,5210.8,5210.0,5208.4,-332.8,-338.0,-338.8,-339.0,-351.4
,5207.8,5214.4,5210.2,5210.8,5216.2,-356.8,-313.0,-339.4,-321.4,-303.4
,5208.0,5200.8,5196.0,5197.8,5204.8,-355.8,-408.4,-440.6,-421.2,-369.8
,5200.4,5198.2,5196.6,5199.8,5201.4,-397.6,-416.2,-421.6,-395.2,-385.8
,5200.2,5205.0,5204.0,5204.8,5205.0,-395.2,-353.0,-361.0,-360.2,-354.6
,5205.6,5203.8,5203.8,5207.4,5207.4,-352.6,-364.4,-353.4,-333.0,-332.4
,5208.0,5207.0,5206.8,5205.4,5203.2,-330.0,-335.8,-338.6,-349.8,-360.2
,5206.4,5203.0,5202.0,5201.8,5201.0,-334.6,-364.2,-367.0,-369.6,-374.0
,5200.8,5203.6,5204.0,5202.8,5195.6,-374.0,-354.4,-351.0,-368.4,-418.8
,5195.6,5243.8,5250.0,5252.6,5254.0,-406.8,-43.2,-7.8,0.0,0.0
