ConstantPower,duration,latency,measured_voltage,measured_current,measure_latency,latest_measure,DateTime,BMS,circuit,Vcc,Vout,Imon,Vin1,Vin2,Vin3,ADC_Vcc,ADC_Vout,ADC_Imon,ADC_Vin1,ADC_Vin2,ADC_Vin3,load,charge,eng_ignite,dcac,fan,under_voltage,over_voltage,timepoint,SOC,SOH,SOP,SOE,PackVolt,Current,Cell00,Cell01,Cell02,Cell03,Cell04,Cell05,Cell06,Cell07,Cell08,Cell09,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell23,Cell24,Cell25,Cell26,Cell27,MinCellVolt,MaxCellVolt,MaxTemp,MinTemp,error,ChargeOC,DischargeOC,OverTemp,UnderTemp,opmode,opmode_fb,output,output_fb,heat_required,cool_required,OutRad,InRad,HighTemp,LowTemp
0.00,3,20,23.96,0.00,27 ms,2025-04-30 09:31:21.400,2025-04-30 09:31:21.482,2025-04-30 09:31:21.015,2025-04-30 09:31:21.085,4.97,-0.09,-0.02,-6.34,0.00,-4.64,4.97,2.48,-0.01,1.65,2.49,1.63,0,0,0,0,0,false,false,1745973081461,574,997,0,57,5254,0,3757,3759,3759,3754,3757,3761,3755,3752,3751,3752,3747,3746,3750,3742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3761,3742,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
0.00,2,70,23.95,0.00,25 ms,2025-04-30 09:31:21.655,2025-04-30 09:31:21.675,2025-04-30 09:31:21.603,2025-04-30 09:31:21.555,4.97,-0.11,-0.02,-6.33,-0.01,-4.64,4.97,2.48,-0.01,1.65,2.48,1.63,0,0,0,0,0,false,false,1745973081655,574,997,0,57,5255,0,3758,3760,3760,3755,3758,3762,3755,3753,3751,3752,3748,3747,3751,3743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3762,3743,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
0.00,2,70,23.94,0.00,19 ms,2025-04-30 09:31:21.876,2025-04-30 09:31:21.877,2025-04-30 09:31:21.603,2025-04-30 09:31:21.555,4.97,-0.11,-0.02,-6.33,-0.01,-4.64,4.97,2.48,-0.01,1.65,2.48,1.63,0,0,0,0,0,false,false,1745973081856,574,997,0,57,5255,0,3758,3760,3760,3755,3758,3762,3755,3753,3751,3752,3748,3747,3751,3743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3762,3743,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
0.00,2,70,23.96,0.00,20 ms,2025-04-30 09:31:22.080,2025-04-30 09:31:22.080,2025-04-30 09:31:21.603,2025-04-30 09:31:22.033,4.97,-0.11,-0.03,-6.33,0.01,-4.64,4.97,2.48,-0.01,1.65,2.49,1.63,0,0,0,0,0,false,false,1745973082059,574,997,0,57,5255,0,3758,3760,3760,3755,3758,3762,3755,3753,3751,3752,3748,3747,3751,3743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3762,3743,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
0.00,2,70,23.96,0.00,20 ms,2025-04-30 09:31:22.283,2025-04-30 09:31:22.283,2025-04-30 09:31:22.218,2025-04-30 09:31:22.033,4.97,-0.11,-0.03,-6.33,0.01,-4.64,4.97,2.48,-0.01,1.65,2.49,1.63,0,0,0,0,0,false,false,1745973082263,574,997,0,57,5255,0,3758,3760,3760,3755,3758,3762,3755,3753,3752,3753,3748,3747,3751,3742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3762,3742,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
0.00,2,70,23.94,0.00,20 ms,2025-04-30 09:31:22.447,2025-04-30 09:31:22.478,2025-04-30 09:31:22.218,2025-04-30 09:31:22.033,4.97,-0.11,-0.03,-6.33,0.01,-4.64,4.97,2.48,-0.01,1.65,2.49,1.63,0,0,0,0,0,false,false,1745973082463,574,997,0,57,5255,0,3758,3760,3760,3755,3758,3762,3755,3753,3752,3753,3748,3747,3751,3742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3762,3742,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
0.00,2,70,23.96,0.00,21 ms,2025-04-30 09:31:22.651,2025-04-30 09:31:22.682,2025-04-30 09:31:22.218,2025-04-30 09:31:22.512,4.97,-0.07,-0.03,-6.35,0.00,-4.63,4.97,2.48,-0.02,1.65,2.49,1.63,0,0,0,0,0,false,false,1745973082661,574,997,0,57,5255,0,3758,3760,3760,3755,3758,3762,3755,3753,3752,3753,3748,3747,3751,3742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3762,3742,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
0.00,2,70,23.96,0.00,20 ms,2025-04-30 09:31:22.876,2025-04-30 09:31:22.877,2025-04-30 09:31:22.814,2025-04-30 09:31:22.512,4.97,-0.07,-0.03,-6.35,0.00,-4.63,4.97,2.48,-0.02,1.65,2.49,1.63,0,0,0,0,0,false,false,1745973082855,574,997,0,57,5255,0,3758,3760,3761,3755,3758,3762,3756,3753,3752,3753,3748,3747,3751,3744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3762,3744,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
0.00,2,70,23.95,0.00,20 ms,2025-04-30 09:31:23.079,2025-04-30 09:31:23.080,2025-04-30 09:31:22.814,2025-04-30 09:31:22.989,4.97,-0.09,-0.02,-6.35,0.00,-4.62,4.97,2.48,-0.01,1.65,2.49,1.63,0,0,0,0,0,false,false,1745973083059,574,997,0,57,5255,0,3758,3760,3761,3755,3758,3762,3756,3753,3752,3753,3748,3747,3751,3744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3762,3744,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
0.00,2,70,23.95,0.00,24 ms,2025-04-30 09:31:23.283,2025-04-30 09:31:23.283,2025-04-30 09:31:22.814,2025-04-30 09:31:22.989,4.97,-0.09,-0.02,-6.35,0.00,-4.62,4.97,2.48,-0.01,1.65,2.49,1.63,0,0,0,0,0,false,false,1745973083259,574,997,0,57,5255,0,3758,3760,3761,3755,3758,3762,3756,3753,3752,3753,3748,3747,3751,3744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3762,3744,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
0.00,2,70,23.96,0.00,21 ms,2025-04-30 09:31:23.467,2025-04-30 09:31:23.487,2025-04-30 09:31:23.415,2025-04-30 09:31:23.467,4.97,-0.07,-0.02,-6.33,-0.01,-4.62,4.97,2.48,-0.01,1.65,2.48,1.63,0,0,0,0,0,false,false,1745973083456,574,997,0,57,5256,0,3759,3761,3761,3756,3759,3763,3756,3754,3752,3753,3749,3747,3752,3744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3763,3744,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
88.40,1,19,23.97,0.00,20 ms,2025-04-30 09:31:23.678,2025-04-30 09:31:23.679,2025-04-30 09:31:23.415,2025-04-30 09:31:23.467,4.97,-0.07,-0.02,-6.33,-0.01,-4.62,4.97,2.48,-0.01,1.65,2.48,1.63,0,0,0,0,0,false,false,1745973083658,574,997,0,57,5256,0,3759,3761,3761,3756,3759,3763,3756,3754,3752,3753,3749,3747,3752,3744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3763,3744,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
88.40,1,19,23.96,0.00,20 ms,2025-04-30 09:31:23.851,2025-04-30 09:31:23.882,2025-04-30 09:31:23.415,2025-04-30 09:31:23.467,4.97,-0.07,-0.02,-6.33,-0.01,-4.62,4.97,2.48,-0.01,1.65,2.48,1.63,0,0,0,0,0,false,false,1745973083861,574,997,0,57,5256,0,3759,3761,3761,3756,3759,3763,3756,3754,3752,3753,3749,3747,3752,3744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3763,3744,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
88.40,1,19,23.65,3.60,24 ms,2025-04-30 09:31:24.056,2025-04-30 09:31:24.077,2025-04-30 09:31:24.015,2025-04-30 09:31:23.946,4.97,-0.04,-0.02,-6.32,0.01,-4.62,4.97,2.48,-0.01,1.65,2.49,1.63,0,0,0,0,0,false,false,1745973084056,574,997,0,57,5255,0,3759,3761,3761,3756,3759,3763,3755,3754,3753,3753,3736,3748,3752,3744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3763,3736,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
88.40,1,19,23.66,3.65,20 ms,2025-04-30 09:31:24.249,2025-04-30 09:31:24.280,2025-04-30 09:31:24.015,2025-04-30 09:31:23.946,4.97,-0.04,-0.02,-6.32,0.01,-4.62,4.97,2.48,-0.01,1.65,2.49,1.63,0,0,0,0,0,false,false,1745973084259,574,997,0,57,5255,0,3759,3761,3761,3756,3759,3763,3755,3754,3753,3753,3736,3748,3752,3744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3763,3736,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
88.40,1,19,23.66,3.72,20 ms,2025-04-30 09:31:24.484,2025-04-30 09:31:24.485,2025-04-30 09:31:24.015,2025-04-30 09:31:24.423,4.97,3.48,1.20,-4.57,0.02,-4.62,4.97,2.72,0.64,1.88,2.49,1.63,0,0,0,0,0,false,false,1745973084464,574,997,0,57,5255,0,3759,3761,3761,3756,3759,3763,3755,3754,3753,3753,3736,3748,3752,3744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3763,3736,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
99.31,1,20,23.76,4.17,20 ms,2025-04-30 09:31:24.668,2025-04-30 09:31:24.683,2025-04-30 09:31:24.616,2025-04-30 09:31:24.423,4.97,3.48,1.20,-4.57,0.02,-4.62,4.97,2.72,0.64,1.88,2.49,1.63,0,0,0,0,0,false,false,1745973084657,574,997,0,57,5233,-181,3744,3744,3744,3739,3742,3746,3741,3739,3736,3736,3732,3731,3735,3728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3746,3728,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
99.31,1,20,23.48,4.17,20 ms,2025-04-30 09:31:24.872,2025-04-30 09:31:24.882,2025-04-30 09:31:24.616,2025-04-30 09:31:24.423,4.97,3.48,1.20,-4.57,0.02,-4.62,4.97,2.72,0.64,1.88,2.49,1.63,0,0,0,0,0,false,false,1745973084861,574,997,0,57,5233,-181,3744,3744,3744,3739,3742,3746,3741,3739,3736,3736,3732,3731,3735,3728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3746,3728,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
99.31,1,20,23.36,4.18,25 ms,2025-04-30 09:31:25.054,2025-04-30 09:31:25.085,2025-04-30 09:31:24.616,2025-04-30 09:31:24.892,4.97,3.85,1.35,-4.36,-0.00,-4.62,4.97,2.74,0.72,1.91,2.49,1.63,0,0,0,0,0,false,false,1745973085054,574,997,0,57,5233,-181,3744,3744,3744,3739,3742,3746,3741,3739,3736,3736,3732,3731,3735,3728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3746,3728,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
99.31,1,20,23.58,4.18,19 ms,2025-04-30 09:31:25.246,2025-04-30 09:31:25.277,2025-04-30 09:31:25.216,2025-04-30 09:31:24.892,4.97,3.85,1.35,-4.36,-0.00,-4.62,4.97,2.74,0.72,1.91,2.49,1.63,0,0,0,0,0,false,false,1745973085256,574,997,0,57,5230,-203,3741,3741,3742,3736,3739,3743,3738,3738,3733,3733,3730,3728,3732,3726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3743,3726,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
99.31,1,20,23.60,4.22,23 ms,2025-04-30 09:31:25.460,2025-04-30 09:31:25.481,2025-04-30 09:31:25.216,2025-04-30 09:31:25.362,4.97,3.98,1.36,-4.29,0.01,-4.62,4.97,2.75,0.73,1.92,2.49,1.63,0,0,0,0,0,false,false,1745973085461,574,997,0,57,5230,-203,3741,3741,3742,3736,3739,3743,3738,3738,3733,3733,3730,3728,3732,3726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3743,3726,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
