ConstantPower,duration,latency,measured_voltage,measured_current,measure_latency,latest_measure,DateTime,BMS,circuit,Vcc,Vout,Imon,Vin1,Vin2,Vin3,ADC_Vcc,ADC_Vout,ADC_Imon,ADC_Vin1,ADC_Vin2,ADC_Vin3,load,charge,eng_ignite,dcac,fan,under_voltage,over_voltage,timepoint,SOC,SOH,SOP,SOE,PackVolt,Current,Cell00,Cell01,Cell02,Cell03,Cell04,Cell05,Cell06,Cell07,Cell08,Cell09,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell23,Cell24,Cell25,Cell26,Cell27,MinCellVolt,MaxCellVolt,MaxTemp,MinTemp,error,ChargeOC,DischargeOC,OverTemp,UnderTemp,opmode,opmode_fb,output,output_fb,heat_required,cool_required,OutRad,InRad,HighTemp,LowTemp
0.00,3,19,23.95,0.00,27 ms,2025-04-30 09:26:15.063,2025-04-30 09:26:15.083,2025-04-30 09:26:14.909,2025-04-30 09:26:15.051,4.97,-0.03,-0.03,-6.32,-0.02,-5.29,4.97,2.48,-0.01,1.65,2.48,1.51,0,0,0,0,0,false,false,1745972775052,593,997,0,59,5298,0,3789,3791,3791,3787,3789,3794,3786,3783,3783,3782,3779,3778,3782,3774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3794,3774,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
65.57,1,20,23.95,0.00,27 ms,2025-04-30 09:26:15.063,2025-04-30 09:26:15.277,2025-04-30 09:26:14.909,2025-04-30 09:26:15.051,4.97,-0.03,-0.03,-6.32,-0.02,-5.29,4.97,2.48,-0.01,1.65,2.48,1.51,0,0,0,0,0,false,false,1745972775256,593,997,0,59,5298,0,3789,3791,3791,3787,3789,3794,3786,3783,3783,3782,3779,3778,3782,3774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3794,3774,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
65.57,1,20,23.69,2.67,20 ms,2025-04-30 09:26:15.482,2025-04-30 09:26:15.482,2025-04-30 09:26:14.909,2025-04-30 09:26:15.051,4.97,-0.03,-0.03,-6.32,-0.02,-5.29,4.97,2.48,-0.01,1.65,2.48,1.51,0,0,0,0,0,false,false,1745972775461,593,997,0,59,5298,0,3789,3791,3791,3787,3789,3794,3786,3783,3783,3782,3779,3778,3782,3774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3794,3774,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
65.57,1,20,23.69,2.70,20 ms,2025-04-30 09:26:15.667,2025-04-30 09:26:15.683,2025-04-30 09:26:15.513,2025-04-30 09:26:15.521,4.97,0.04,-0.02,-6.29,-0.01,-5.29,4.97,2.49,-0.01,1.66,2.48,1.51,0,0,0,0,0,false,false,1745972775657,593,997,0,59,5296,0,3789,3791,3791,3775,3789,3794,3787,3779,3771,3783,3779,3778,3782,3775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3794,3771,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
65.57,1,20,23.69,2.74,20 ms,2025-04-30 09:26:15.850,2025-04-30 09:26:15.881,2025-04-30 09:26:15.513,2025-04-30 09:26:15.521,4.97,0.04,-0.02,-6.29,-0.01,-5.29,4.97,2.49,-0.01,1.66,2.48,1.51,0,0,0,0,0,false,false,1745972775860,593,997,0,59,5296,0,3789,3791,3791,3775,3789,3794,3787,3779,3771,3783,3779,3778,3782,3775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3794,3771,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
65.57,1,20,23.68,2.76,20 ms,2025-04-30 09:26:16.055,2025-04-30 09:26:16.085,2025-04-30 09:26:15.513,2025-04-30 09:26:15.992,4.97,2.63,0.88,-5.07,0.02,-5.30,4.97,2.66,0.47,1.82,2.49,1.51,0,0,0,0,0,false,false,1745972776055,593,997,0,59,5296,0,3789,3791,3791,3775,3789,3794,3787,3779,3771,3783,3779,3778,3782,3775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3794,3771,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
124.59,6,20,23.68,2.76,20 ms,2025-04-30 09:26:16.248,2025-04-30 09:26:16.279,2025-04-30 09:26:16.126,2025-04-30 09:26:15.992,4.97,2.63,0.88,-5.07,0.02,-5.30,4.97,2.66,0.47,1.82,2.49,1.51,0,0,0,0,0,false,false,1745972776258,593,997,0,59,5281,-135,3778,3778,3778,3774,3777,3781,3775,3773,3770,3770,3766,3765,3770,3763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3781,3763,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
124.59,6,20,23.68,2.76,20 ms,2025-04-30 09:26:16.483,2025-04-30 09:26:16.483,2025-04-30 09:26:16.126,2025-04-30 09:26:16.463,4.97,2.64,0.88,-5.03,0.00,-5.31,4.97,2.66,0.47,1.82,2.49,1.50,0,0,0,0,0,false,false,1745972776462,593,997,0,59,5281,-135,3778,3778,3778,3774,3777,3781,3775,3773,3770,3770,3766,3765,3770,3763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3781,3763,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
124.59,6,20,23.46,5.21,20 ms,2025-04-30 09:26:16.676,2025-04-30 09:26:16.676,2025-04-30 09:26:16.126,2025-04-30 09:26:16.463,4.97,2.64,0.88,-5.03,0.00,-5.31,4.97,2.66,0.47,1.82,2.49,1.50,0,0,0,0,0,false,false,1745972776656,593,997,0,59,5281,-135,3778,3778,3778,3774,3777,3781,3775,3773,3770,3770,3766,3765,3770,3763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3781,3763,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
124.59,6,20,23.45,5.24,20 ms,2025-04-30 09:26:16.870,2025-04-30 09:26:16.881,2025-04-30 09:26:16.716,2025-04-30 09:26:16.463,4.97,2.64,0.88,-5.03,0.00,-5.31,4.97,2.66,0.47,1.82,2.49,1.50,0,0,0,0,0,false,false,1745972776859,593,997,0,59,5275,-251,3770,3767,3766,3774,3777,3780,3775,3763,3770,3759,3755,3765,3768,3763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3780,3755,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
