ConstantPower,duration,latency,measured_voltage,measured_current,measure_latency,latest_measure,DateTime,BMS,circuit,Vcc,Vout,Imon,Vin1,Vin2,Vin3,ADC_Vcc,ADC_Vout,ADC_Imon,ADC_Vin1,ADC_Vin2,ADC_Vin3,load,charge,eng_ignite,dcac,fan,under_voltage,over_voltage,timepoint,SOC,SOH,SOP,SOE,PackVolt,Current,Cell00,Cell01,Cell02,Cell03,Cell04,Cell05,Cell06,Cell07,Cell08,Cell09,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell23,Cell24,Cell25,Cell26,Cell27,MinCellVolt,MaxCellVolt,MaxTemp,MinTemp,error,ChargeOC,DischargeOC,OverTemp,UnderTemp,opmode,opmode_fb,output,output_fb,heat_required,cool_required,OutRad,InRad,HighTemp,LowTemp
0.00,0,0,0.00,0.00,0 ms,1970-01-01 09:00:00.000,2025-04-30 09:24:34.684,2025-04-30 09:24:34.542,2025-04-30 09:24:34.246,4.97,-0.02,-0.03,-6.34,-0.01,-2.83,4.97,2.48,-0.02,1.65,2.48,1.96,0,0,0,0,0,false,false,1745972674653,598,997,0,59,5334,0,3814,3815,3815,3812,3815,3819,3813,3808,3808,3807,3803,3803,3808,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3819,3800,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
0.00,2,29,23.95,-0.00,20 ms,2025-04-30 09:24:34.878,2025-04-30 09:24:34.878,2025-04-30 09:24:34.542,2025-04-30 09:24:34.721,4.97,-0.02,-0.03,-6.36,-0.00,-2.84,4.97,2.48,-0.02,1.65,2.48,1.96,0,0,0,0,0,false,false,1745972674857,598,997,0,59,5334,0,3814,3815,3815,3812,3815,3819,3813,3808,3808,3807,3803,3803,3808,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3819,3800,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
0.00,2,29,23.95,0.00,23 ms,2025-04-30 09:24:35.060,2025-04-30 09:24:35.081,2025-04-30 09:24:34.542,2025-04-30 09:24:34.721,4.97,-0.02,-0.03,-6.36,-0.00,-2.84,4.97,2.48,-0.02,1.65,2.48,1.96,0,0,0,0,0,false,false,1745972675060,598,997,0,59,5334,0,3814,3815,3815,3812,3815,3819,3813,3808,3808,3807,3803,3803,3808,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3819,3800,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
0.00,2,29,23.94,0.00,20 ms,2025-04-30 09:24:35.274,2025-04-30 09:24:35.285,2025-04-30 09:24:35.121,2025-04-30 09:24:35.195,4.97,-0.05,-0.02,-6.35,-0.02,-2.86,4.97,2.48,-0.01,1.65,2.48,1.96,0,0,0,0,0,false,false,1745972675253,598,997,0,59,5334,0,3814,3815,3815,3812,3815,3819,3812,3808,3808,3807,3804,3803,3808,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3819,3800,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
0.00,2,29,23.95,0.00,20 ms,2025-04-30 09:24:35.467,2025-04-30 09:24:35.477,2025-04-30 09:24:35.121,2025-04-30 09:24:35.195,4.97,-0.05,-0.02,-6.35,-0.02,-2.86,4.97,2.48,-0.01,1.65,2.48,1.96,0,0,0,0,0,false,false,1745972675456,598,997,0,59,5334,0,3814,3815,3815,3812,3815,3819,3812,3808,3808,3807,3804,3803,3808,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3819,3800,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
0.00,2,29,23.94,0.00,19 ms,2025-04-30 09:24:35.649,2025-04-30 09:24:35.679,2025-04-30 09:24:35.121,2025-04-30 09:24:35.671,4.97,-0.03,-0.03,-6.35,-0.02,-2.87,4.97,2.48,-0.01,1.65,2.48,1.95,0,0,0,0,0,false,false,1745972675659,598,997,0,59,5334,0,3814,3815,3815,3812,3815,3819,3812,3808,3808,3807,3804,3803,3808,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3819,3800,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
0.00,2,29,23.94,0.00,19 ms,2025-04-30 09:24:35.861,2025-04-30 09:24:35.881,2025-04-30 09:24:35.689,2025-04-30 09:24:35.671,4.97,-0.03,-0.03,-6.35,-0.02,-2.87,4.97,2.48,-0.01,1.65,2.48,1.95,0,0,0,0,0,false,false,1745972675861,598,997,0,59,5333,0,3814,3815,3815,3812,3815,3819,3812,3807,3808,3807,3803,3803,3808,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3819,3800,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
0.00,2,29,23.95,0.00,20 ms,2025-04-30 09:24:36.085,2025-04-30 09:24:36.086,2025-04-30 09:24:35.689,2025-04-30 09:24:35.671,4.97,-0.03,-0.03,-6.35,-0.02,-2.87,4.97,2.48,-0.01,1.65,2.48,1.95,0,0,0,0,0,false,false,1745972676054,598,997,0,59,5333,0,3814,3815,3815,3812,3815,3819,3812,3807,3808,3807,3803,3803,3808,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3819,3800,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
0.00,2,29,23.94,0.00,24 ms,2025-04-30 09:24:36.258,2025-04-30 09:24:36.278,2025-04-30 09:24:35.689,2025-04-30 09:24:36.147,4.97,0.03,-0.02,-6.35,-0.01,-2.89,4.97,2.49,-0.01,1.65,2.48,1.95,0,0,0,0,0,false,false,1745972676258,598,997,0,59,5333,0,3814,3815,3815,3812,3815,3819,3812,3807,3808,3807,3803,3803,3808,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3819,3800,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
0.00,2,29,23.94,0.00,20 ms,2025-04-30 09:24:36.461,2025-04-30 09:24:36.482,2025-04-30 09:24:36.294,2025-04-30 09:24:36.147,4.97,0.03,-0.02,-6.35,-0.01,-2.89,4.97,2.49,-0.01,1.65,2.48,1.95,0,0,0,0,0,false,false,1745972676461,598,997,0,59,5333,0,3814,3815,3815,3812,3815,3818,3812,3807,3808,3807,3803,3803,3808,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3818,3800,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
