ConstantPower,duration,latency,measured_voltage,measured_current,measure_latency,latest_measure,DateTime,BMS,circuit,Vcc,Vout,Imon,Vin1,Vin2,Vin3,ADC_Vcc,ADC_Vout,ADC_Imon,ADC_Vin1,ADC_Vin2,ADC_Vin3,load,charge,eng_ignite,dcac,fan,under_voltage,over_voltage,timepoint,SOC,SOH,SOP,SOE,PackVolt,Current,Cell00,Cell01,Cell02,Cell03,Cell04,Cell05,Cell06,Cell07,Cell08,Cell09,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell23,Cell24,Cell25,Cell26,Cell27,MinCellVolt,MaxCellVolt,MaxTemp,MinTemp,error,ChargeOC,DischargeOC,OverTemp,UnderTemp,opmode,opmode_fb,output,output_fb,heat_required,cool_required,OutRad,InRad,HighTemp,LowTemp
0.00,3,19,23.95,0.00,28 ms,2025-04-30 09:27:02.750,2025-04-30 09:27:02.900,2025-04-30 09:27:02.423,2025-04-30 09:27:02.486,4.97,-0.03,-0.03,-6.33,-0.00,-6.07,4.97,2.48,-0.01,1.65,2.49,1.36,0,0,0,0,0,false,false,1745972822862,591,997,0,59,5288,0,3782,3783,3783,3779,3782,3786,3779,3776,3776,3776,3772,3771,3775,3767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3786,3767,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
0.00,3,29,23.95,0.00,24 ms,2025-04-30 09:27:03.065,2025-04-30 09:27:03.081,2025-04-30 09:27:03.015,2025-04-30 09:27:02.964,4.97,-0.07,-0.03,-6.33,-0.02,-6.08,4.97,2.48,-0.01,1.65,2.48,1.36,0,0,0,0,0,false,false,1745972823054,591,997,0,59,5289,0,3782,3784,3784,3780,3782,3786,3779,3776,3776,3776,3772,3771,3775,3767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3786,3767,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
0.00,3,29,23.95,0.00,20 ms,2025-04-30 09:27:03.279,2025-04-30 09:27:03.280,2025-04-30 09:27:03.015,2025-04-30 09:27:02.964,4.97,-0.07,-0.03,-6.33,-0.02,-6.08,4.97,2.48,-0.01,1.65,2.48,1.36,0,0,0,0,0,false,false,1745972823259,591,997,0,59,5289,0,3782,3784,3784,3780,3782,3786,3779,3776,3776,3776,3772,3771,3775,3767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3786,3767,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
0.00,3,29,23.95,0.00,20 ms,2025-04-30 09:27:03.481,2025-04-30 09:27:03.481,2025-04-30 09:27:03.015,2025-04-30 09:27:03.433,4.97,-0.05,-0.03,-6.34,-0.01,-6.09,4.97,2.48,-0.01,1.65,2.48,1.36,0,0,0,0,0,false,false,1745972823461,591,997,0,59,5289,0,3782,3784,3784,3780,3782,3786,3779,3776,3776,3776,3772,3771,3775,3767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3786,3767,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
0.00,3,29,23.95,0.00,23 ms,2025-04-30 09:27:03.674,2025-04-30 09:27:03.684,2025-04-30 09:27:03.623,2025-04-30 09:27:03.433,4.97,-0.05,-0.03,-6.34,-0.01,-6.09,4.97,2.48,-0.01,1.65,2.48,1.36,0,0,0,0,0,false,false,1745972823656,591,997,0,59,5290,0,3783,3784,3784,3780,3783,3787,3780,3777,3777,3777,3773,3771,3776,3768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3787,3768,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
0.00,3,29,23.95,0.00,20 ms,2025-04-30 09:27:03.857,2025-04-30 09:27:03.878,2025-04-30 09:27:03.623,2025-04-30 09:27:03.433,4.97,-0.05,-0.03,-6.34,-0.01,-6.09,4.97,2.48,-0.01,1.65,2.48,1.36,0,0,0,0,0,false,false,1745972823857,591,997,0,59,5290,0,3783,3784,3784,3780,3783,3787,3780,3777,3777,3777,3773,3771,3776,3768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3787,3768,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
0.00,3,29,23.95,0.00,23 ms,2025-04-30 09:27:04.059,2025-04-30 09:27:04.090,2025-04-30 09:27:03.623,2025-04-30 09:27:03.909,4.97,-0.06,-0.03,-6.32,-0.01,-6.10,4.97,2.48,-0.02,1.65,2.48,1.36,0,0,0,0,0,false,false,1745972824059,591,997,0,59,5290,0,3783,3784,3784,3780,3783,3787,3780,3777,3777,3777,3773,3771,3776,3768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3787,3768,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
0.00,3,29,23.95,0.00,20 ms,2025-04-30 09:27:04.251,2025-04-30 09:27:04.282,2025-04-30 09:27:04.231,2025-04-30 09:27:03.909,4.97,-0.06,-0.03,-6.32,-0.01,-6.10,4.97,2.48,-0.02,1.65,2.48,1.36,0,0,0,0,0,false,false,1745972824261,591,997,0,59,5290,0,3783,3784,3785,3780,3783,3787,3781,3777,3777,3777,3773,3772,3773,3768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3787,3768,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
0.00,3,29,23.95,0.00,20 ms,2025-04-30 09:27:04.484,2025-04-30 09:27:04.484,2025-04-30 09:27:04.231,2025-04-30 09:27:04.386,4.97,-0.07,-0.03,-6.35,-0.01,-6.10,4.97,2.48,-0.01,1.65,2.48,1.36,0,0,0,0,0,false,false,1745972824453,591,997,0,59,5290,0,3783,3784,3785,3780,3783,3787,3781,3777,3777,3777,3773,3772,3773,3768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3787,3768,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
0.00,3,29,23.95,0.00,24 ms,2025-04-30 09:27:04.678,2025-04-30 09:27:04.678,2025-04-30 09:27:04.231,2025-04-30 09:27:04.386,4.97,-0.07,-0.03,-6.35,-0.01,-6.10,4.97,2.48,-0.01,1.65,2.48,1.36,0,0,0,0,0,false,false,1745972824653,591,997,0,59,5290,0,3783,3784,3785,3780,3783,3787,3781,3777,3777,3777,3773,3772,3773,3768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3787,3768,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
0.00,3,29,23.95,0.00,20 ms,2025-04-30 09:27:04.871,2025-04-30 09:27:04.881,2025-04-30 09:27:04.820,2025-04-30 09:27:04.861,4.97,-0.08,-0.03,-6.32,-0.01,-6.11,4.97,2.48,-0.02,1.65,2.48,1.35,0,0,0,0,0,false,false,1745972824861,591,997,0,59,5290,0,3783,3785,3785,3781,3783,3787,3781,3777,3777,3777,3773,3772,3776,3769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3787,3769,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
0.00,3,29,23.95,0.00,21 ms,2025-04-30 09:27:05.045,2025-04-30 09:27:05.076,2025-04-30 09:27:04.820,2025-04-30 09:27:04.861,4.97,-0.08,-0.03,-6.32,-0.01,-6.11,4.97,2.48,-0.02,1.65,2.48,1.35,0,0,0,0,0,false,false,1745972825060,591,997,0,59,5290,0,3783,3785,3785,3781,3783,3787,3781,3777,3777,3777,3773,3772,3776,3769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3787,3769,220,220,0,0,0,0,0,true,true,16,32,0,0,0,0,0,0
