Second,PackVolt,Current
2025-04-30 09:47:01,5122.4,-269.0
2025-04-30 09:47:02,5111.2,-352.0
2025-04-30 09:47:03,5103.6,-411.0
2025-04-30 09:47:04,5119.0,-288.0
2025-04-30 09:47:05,5118.6,-290.6
2025-04-30 09:47:06,5113.4,-328.6
2025-04-30 09:47:07,5121.2,-263.8
2025-04-30 09:47:08,5128.4,-214.6
2025-04-30 09:47:09,5129.0,-214.0
2025-04-30 09:47:10,5123.0,-260.4
2025-04-30 09:47:11,5125.6,-242.0
2025-04-30 09:47:12,5127.0,-229.0
2025-04-30 09:47:13,5144.0,-106.0
2025-04-30 09:47:14,5139.8,-140.4
2025-04-30 09:47:15,5138.0,-158.0
2025-04-30 09:47:16,5130.2,-218.8
2025-04-30 09:47:17,5129.0,-228.2
2025-04-30 09:47:18,5129.0,-225.0
2025-04-30 09:47:19,5131.0,-211.0
2025-04-30 09:47:20,5129.4,-223.8
2025-04-30 09:47:21,5130.2,-218.6
2025-04-30 09:47:22,5132.0,-207.0
2025-04-30 09:47:23,5133.8,-194.8
2025-04-30 09:47:24,5131.4,-212.0
2025-04-30 09:47:25,5134.0,-195.0
2025-04-30 09:47:26,5132.2,-208.4
2025-04-30 09:47:27,5131.0,-211.0
2025-04-30 09:47:28,5123.0,-278.4
2025-04-30 09:47:29,5130.2,-223.0
2025-04-30 09:47:30,5129.0,-233.0
2025-04-30 09:47:31,5130.8,-211.4
2025-04-30 09:47:32,5133.2,-200.2
2025-04-30 09:47:33,5131.4,-216.0
2025-04-30 09:47:34,5140.4,-143.2
2025-04-30 09:47:35,5140.2,-150.0
2025-04-30 09:47:36,5140.0,-152.0
2025-04-30 09:47:37,5144.0,-126.0
2025-04-30 09:47:38,5144.0,-129.2
2025-04-30 09:47:39,5143.4,-136.6
2025-04-30 09:47:40,5140.2,-162.8
2025-04-30 09:47:41,5145.6,-120.0
2025-04-30 09:47:42,5148.0,-109.0
2025-04-30 09:47:43,5145.0,-130.0
2025-04-30 09:47:44,5144.4,-134.8
2025-04-30 09:47:45,5149.2,-104.2
2025-04-30 09:47:46,5152.8,-78.0
2025-04-30 09:47:47,5155.0,-61.6
2025-04-30 09:47:48,5149.4,-108.8
2025-04-30 09:47:49,5137.6,-207.6
2025-04-30 09:47:50,5134.0,-222.0
2025-04-30 09:47:51,5134.0,-220.8
2025-04-30 09:47:52,5138.0,-187.2
2025-04-30 09:47:53,5143.2,-149.2
2025-04-30 09:47:54,5144.8,-137.6
2025-04-30 09:47:55,5147.6,-123.8
2025-04-30 09:47:56,5148.8,-114.8
2025-04-30 09:47:57,5145.2,-143.0
2025-04-30 09:47:58,5138.4,-198.0
2025-04-30 09:47:59,5123.2,-290.8
2025-04-30 09:48:00,5124.8,-287.6
2025-04-30 09:48:01,5115.0,-357.6
2025-04-30 09:48:02,5125.0,-278.8
2025-04-30 09:48:03,5106.0,-417.0
2025-04-30 09:48:04,5113.8,-354.8
2025-04-30 09:48:05,5128.8,-243.4
2025-04-30 09:48:06,5122.6,-290.8
2025-04-30 09:48:07,5121.6,-293.0
2025-04-30 09:48:08,5132.6,-208.2
2025-04-30 09:48:09,5129.0,-237.6
2025-04-30 09:48:10,5131.6,-218.8
2025-04-30 09:48:11,5142.0,-141.8
2025-04-30 09:48:12,5142.0,-142.2
2025-04-30 09:48:13,5140.6,-154.4
2025-04-30 09:48:14,5141.0,-157.0
2025-04-30 09:48:15,5135.8,-196.4
2025-04-30 09:48:16,5136.2,-192.0
2025-04-30 09:48:17,5132.4,-221.2
2025-04-30 09:48:18,5137.0,-183.6
2025-04-30 09:48:19,5125.0,-278.0
2025-04-30 09:48:20,5128.0,-250.0
2025-04-30 09:48:21,5132.0,-219.6
2025-04-30 09:48:22,5132.6,-213.6
2025-04-30 09:48:23,5132.0,-216.0
2025-04-30 09:48:24,5130.0,-234.4
2025-04-30 09:48:25,5129.0,-240.6
2025-04-30 09:48:26,5127.4,-248.0
2025-04-30 09:48:27,5130.0,-228.0
2025-04-30 09:48:28,5133.2,-203.0
2025-04-30 09:48:29,5134.6,-194.2
2025-04-30 09:48:30,5131.2,-231.4
2025-04-30 09:48:31,5139.4,-155.2
2025-04-30 09:48:32,5135.6,-197.8
2025-04-30 09:48:33,5120.8,-310.4
2025-04-30 09:48:34,5118.8,-314.0
2025-04-30 09:48:35,5116.2,-327.8
2025-04-30 09:48:36,5112.4,-352.0
2025-04-30 09:48:37,5102.6,-428.2
2025-04-30 09:48:38,5113.2,-346.0
2025-04-30 09:48:39,5127.4,-203.6
2025-04-30 09:48:40,5127.4,-236.4
2025-04-30 09:48:41,5132.2,-190.6
2025-04-30 09:48:42,5129.8,-227.2
2025-04-30 09:48:43,5117.4,-312.2
2025-04-30 09:48:44,5116.4,-314.4
2025-04-30 09:48:45,5120.8,-277.6
2025-04-30 09:48:46,5119.0,-313.6
2025-04-30 09:48:47,5111.2,-344.8
2025-04-30 09:48:48,5104.0,-412.0
2025-04-30 09:48:49,5112.8,-295.6
2025-04-30 09:48:50,5118.6,-277.6
2025-04-30 09:48:51,5121.4,-258.2
2025-04-30 09:48:52,5110.0,-346.6
2025-04-30 09:48:53,5110.0,-343.8
2025-04-30 09:48:54,5115.6,-300.2
2025-04-30 09:48:55,5124.0,-213.2
2025-04-30 09:48:56,5125.8,-240.2
2025-04-30 09:48:57,5110.6,-337.0
2025-04-30 09:48:58,5111.8,-317.4
2025-04-30 09:48:59,5118.4,-269.0
2025-04-30 09:49:00,5119.8,-264.4
2025-04-30 09:49:01,5115.2,-296.8
2025-04-30 09:49:02,5113.6,-306.4
2025-04-30 09:49:03,5106.0,-364.6
2025-04-30 09:49:04,5105.0,-337.4
2025-04-30 09:49:05,5110.6,-336.6
2025-04-30 09:49:06,5100.0,-395.8
2025-04-30 09:49:07,5106.6,-336.0
2025-04-30 09:49:08,5107.2,-336.2
2025-04-30 09:49:09,5110.0,-314.8
2025-04-30 09:49:10,5113.6,-287.4
2025-04-30 09:49:11,5105.2,-351.2
2025-04-30 09:49:12,5114.2,-283.6
2025-04-30 09:49:13,5110.2,-333.8
2025-04-30 09:49:14,5111.6,-256.8
2025-04-30 09:49:15,5129.8,-181.0
2025-04-30 09:49:16,5102.0,-386.2
2025-04-30 09:49:17,5108.4,-322.6
2025-04-30 09:49:18,5110.0,-308.0
2025-04-30 09:49:19,5112.2,-290.2
2025-04-30 09:49:20,5121.0,-223.0
2025-04-30 09:49:21,5114.6,-277.8
2025-04-30 09:49:22,5097.6,-402.0
2025-04-30 09:49:23,5110.6,-316.2
2025-04-30 09:49:24,5096.4,-413.2
2025-04-30 09:49:25,5097.2,-390.8
2025-04-30 09:49:26,5106.4,-320.2
2025-04-30 09:49:27,5099.0,-381.4
2025-04-30 09:49:28,5100.6,-364.6
2025-04-30 09:49:29,5114.6,-259.4
2025-04-30 09:49:30,5105.2,-332.8
2025-04-30 09:49:31,5112.0,-272.4
2025-04-30 09:49:32,5106.2,-326.6
2025-04-30 09:49:33,5110.6,-285.6
2025-04-30 09:49:34,5112.0,-275.8
2025-04-30 09:49:35,5109.0,-298.0
2025-04-30 09:49:36,5112.4,-269.2
2025-04-30 09:49:37,5117.0,-236.2
2025-04-30 09:49:38,5119.0,-219.6
2025-04-30 09:49:39,5119.4,-222.8
2025-04-30 09:49:40,5115.0,-257.8
2025-04-30 09:49:41,5120.4,-207.2
2025-04-30 09:49:42,5121.8,-206.0
2025-04-30 09:49:43,5121.4,-209.0
2025-04-30 09:49:44,5116.2,-247.4
2025-04-30 09:49:45,5111.8,-288.6
2025-04-30 09:49:46,5116.4,-242.8
2025-04-30 09:49:47,5119.6,-225.6
2025-04-30 09:49:48,5118.4,-238.2
2025-04-30 09:49:49,5103.4,-345.6
2025-04-30 09:49:50,5094.2,-406.2
2025-04-30 09:49:51,5115.4,-242.0
2025-04-30 09:49:52,5110.8,-282.4
2025-04-30 09:49:53,5098.4,-369.2
2025-04-30 09:49:54,5093.0,-410.0
2025-04-30 09:49:55,5089.4,-438.2
2025-04-30 09:49:56,5091.0,-417.8
2025-04-30 09:49:57,5095.2,-381.8
2025-04-30 09:49:58,5093.4,-393.2
2025-04-30 09:49:59,5091.2,-405.2
2025-04-30 09:50:00,5091.0,-402.6
2025-04-30 09:50:01,5096.2,-363.4
2025-04-30 09:50:02,5092.8,-386.8
2025-04-30 09:50:03,5090.2,-403.0
2025-04-30 09:50:04,5089.4,-408.4
2025-04-30 09:50:05,5087.8,-419.6
2025-04-30 09:50:06,5087.8,-411.4
2025-04-30 09:50:07,5089.0,-405.0
2025-04-30 09:50:08,5086.0,-419.8
2025-04-30 09:50:09,5084.2,-433.2
2025-04-30 09:50:10,5089.0,-392.0
2025-04-30 09:50:11,5087.4,-405.6
2025-04-30 09:50:12,5083.4,-432.6
2025-04-30 09:50:13,5088.4,-391.2
2025-04-30 09:50:14,5094.0,-341.6
2025-04-30 09:50:15,5101.6,-289.6
2025-04-30 09:50:16,5098.4,-315.0
2025-04-30 09:50:17,5105.6,-264.2
2025-04-30 09:50:18,5099.6,-307.2
2025-04-30 09:50:19,5093.0,-361.0
2025-04-30 09:50:20,5108.6,-241.6
2025-04-30 09:50:21,5105.8,-264.0
2025-04-30 09:50:22,5104.2,-267.8
2025-04-30 09:50:23,5105.8,-267.6
2025-04-30 09:50:24,5101.6,-296.8
2025-04-30 09:50:25,5095.0,-345.2
2025-04-30 09:50:26,5091.0,-372.0
2025-04-30 09:50:27,5090.6,-374.6
2025-04-30 09:50:28,5089.0,-385.0
2025-04-30 09:50:29,5097.8,-323.8
2025-04-30 09:50:30,5090.2,-375.8
2025-04-30 09:50:31,5091.0,-358.8
2025-04-30 09:50:32,5091.0,-362.0
2025-04-30 09:50:33,5090.8,-361.6
2025-04-30 09:50:34,5087.0,-390.6
2025-04-30 09:50:35,5089.0,-373.0
2025-04-30 09:50:36,5093.8,-332.8
2025-04-30 09:50:37,5086.6,-388.0
2025-04-30 09:50:38,5087.4,-312.6
2025-04-30 09:50:39,5128.6,-33.0
2025-04-30 09:50:40,5139.2,0.0
2025-04-30 09:50:41,5140.4,0.0
2025-04-30 09:50:42,5141.2,0.0
2025-04-30 09:50:43,5142.0,0.0
2025-04-30 09:50:44,5143.4,0.0
2025-04-30 09:50:45,5144.2,0.0
2025-04-30 09:50:46,5145.0,0.0
2025-04-30 09:50:47,5145.4,0.0
2025-04-30 09:50:48,5146.0,0.0
2025-04-30 09:50:49,5146.4,0.0
2025-04-30 09:50:50,5147.4,0.0
2025-04-30 09:50:51,5148.0,0.0
2025-04-30 09:50:52,5148.0,0.0
2025-04-30 09:50:53,5148.8,0.0
2025-04-30 09:50:54,5149.0,0.0
2025-04-30 09:50:55,5150.0,0.0
2025-04-30 09:50:56,5150.2,0.0
2025-04-30 09:50:57,5150.4,0.0
2025-04-30 09:50:58,5151.0,0.0
2025-04-30 09:50:59,5151.2,0.0
2025-04-30 09:51:00,5152.0,0.0
2025-04-30 09:51:01,5152.0,0.0
2025-04-30 09:51:02,5152.0,0.0
2025-04-30 09:51:03,5152.6,0.0
2025-04-30 09:51:04,5153.4,0.0
2025-04-30 09:51:05,5154.0,0.0
2025-04-30 09:51:06,5154.0,0.0
2025-04-30 09:51:07,5154.4,0.0
2025-04-30 09:51:08,5155.0,0.0
2025-04-30 09:51:09,5155.0,0.0
2025-04-30 09:51:10,5155.4,0.0
2025-04-30 09:51:11,5156.0,0.0
2025-04-30 09:51:12,5156.0,0.0
2025-04-30 09:51:13,5156.0,0.0
2025-04-30 09:51:14,5156.0,0.0
