No,DateTime,cargo,Charging,Discharging,PackVolt,Current,Protect,Cell01,Cell02,Cell03,Cell04,Cell05,Cell06,Cell07,Cell08,Cell09,Cell10,Cell11,Cell12,Cell13,Cell14,Temp01,Temp02,Temp03,Temp04,FAN0,FAN1,BAL0,BAL1
431,2025.03.02 16:51:13,8,ON,ON,52.845,-2.043,0,3.782,3.782,3.782,3.782,3.782,3.782,3.782,3.782,3.782,3.782,3.782,3.782,3.782,3.782,19,19,19,19,OFF,OFF,0,0
432,2025.03.02 16:51:14,8,ON,ON,52.805,-2.285,0,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,19,19,19,19,OFF,OFF,0,0
433,2025.03.02 16:51:15,8,ON,ON,52.768,-2.84,0,3.767,3.767,3.767,3.767,3.767,3.767,3.767,3.767,3.767,3.767,3.767,3.767,3.767,3.767,19,19,19,19,OFF,OFF,0,0
434,2025.03.02 16:51:16,8,ON,ON,52.83,-1.999,0,3.781,3.781,3.781,3.781,3.781,3.781,3.781,3.781,3.781,3.781,3.781,3.781,3.781,3.781,19,19,19,19,OFF,OFF,0,0
435,2025.03.02 16:51:17,8,ON,ON,52.83,-1.999,0,3.781,3.781,3.781,3.781,3.781,3.781,3.781,3.781,3.781,3.781,3.781,3.781,3.781,3.781,19,19,19,19,OFF,OFF,0,0
436,2025.03.02 16:51:18,8,ON,ON,52.797,-2.085,0,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,19,19,19,19,OFF,OFF,0,0
437,2025.03.02 16:51:19,8,ON,ON,52.77,-3.138,0,3.783,3.783,3.783,3.783,3.783,3.783,3.783,3.783,3.783,3.783,3.783,3.783,3.783,3.783,19,19,19,19,OFF,OFF,0,0
438,2025.03.02 16:51:20,8,ON,ON,52.782,-2.37,0,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,19,19,19,19,OFF,OFF,0,0
439,2025.03.02 16:51:21,8,ON,ON,52.833,-2.212,0,3.781,3.781,3.781,3.781,3.781,3.781,3.781,3.781,3.781,3.781,3.781,3.781,3.781,3.781,19,19,19,19,OFF,OFF,0,0
440,2025.03.02 16:51:22,8,ON,ON,52.803,-2.5,0,3.781,3.781,3.781,3.781,3.781,3.781,3.781,3.781,3.781,3.781,3.781,3.781,3.781,3.781,19,19,19,19,OFF,OFF,0,0
