No,DateTime,Charging,Discharging,PackVolt,Current,Protect,Cell01,Cell02,Cell03,Cell04,Cell05,Cell06,Cell07,Cell08,Cell09,Cell10,Cell11,Cell12,Cell13,Cell14,Temp01,Temp02,Temp03,Temp04,FAN0,FAN1,BAL0,BAL1
485,2025.02.28 10:16:46,ON,ON,55.013,0,0,3.934,3.934,3.934,3.934,3.934,3.934,3.934,3.934,3.934,3.934,3.934,3.934,3.934,3.934,17,17,17,17,OFF,OFF,0,0
486,2025.02.28 10:16:47,ON,ON,55.015,0,0,3.934,3.934,3.934,3.934,3.934,3.934,3.934,3.934,3.934,3.934,3.934,3.934,3.934,3.934,17,17,17,17,OFF,OFF,0,0
487,2025.02.28 10:16:48,ON,ON,55.017,0,0,3.934,3.934,3.934,3.934,3.934,3.934,3.934,3.934,3.934,3.934,3.934,3.934,3.934,3.934,17,17,17,17,OFF,OFF,0,0
488,2025.02.28 10:16:49,ON,ON,55.021,0,0,3.935,3.935,3.935,3.935,3.935,3.935,3.935,3.935,3.935,3.935,3.935,3.935,3.935,3.935,17,17,17,17,OFF,OFF,0,0
489,2025.02.28 10:16:50,ON,ON,55.024,0,0,3.935,3.935,3.935,3.935,3.935,3.935,3.935,3.935,3.935,3.935,3.935,3.935,3.935,3.935,17,17,17,17,OFF,OFF,0,0
490,2025.02.28 10:16:51,ON,ON,55.024,0,0,3.935,3.935,3.935,3.935,3.935,3.935,3.935,3.935,3.935,3.935,3.935,3.935,3.935,3.935,17,17,17,17,OFF,OFF,0,0
491,2025.02.28 10:16:54,ON,ON,55.008,-0.263,0,3.934,3.934,3.934,3.934,3.934,3.934,3.934,3.934,3.934,3.934,3.934,3.934,3.934,3.934,17,17,17,17,OFF,OFF,0,0
492,2025.02.28 10:16:54,ON,ON,54.898,-1.056,0,3.925,3.925,3.925,3.925,3.925,3.925,3.925,3.925,3.925,3.925,3.925,3.925,3.925,3.925,17,17,17,17,OFF,OFF,0,0
493,2025.02.28 10:16:55,ON,ON,54.67,-2.266,0,3.911,3.911,3.911,3.911,3.911,3.911,3.911,3.911,3.911,3.911,3.911,3.911,3.911,3.911,17,17,17,17,OFF,OFF,0,0
494,2025.02.28 10:16:59,ON,ON,54.648,-2.174,0,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,17,17,17,17,OFF,OFF,0,0
495,2025.02.28 10:17:00,ON,ON,54.645,-2.174,0,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,17,17,17,17,OFF,OFF,0,0
496,2025.02.28 10:17:03,ON,ON,54.635,-2.167,0,3.909,3.909,3.909,3.909,3.909,3.909,3.909,3.909,3.909,3.909,3.909,3.909,3.909,3.909,17,17,17,17,OFF,OFF,0,0
497,2025.02.28 10:17:03,ON,ON,54.633,-2.167,0,3.909,3.909,3.909,3.909,3.909,3.909,3.909,3.909,3.909,3.909,3.909,3.909,3.909,3.909,17,17,17,17,OFF,OFF,0,0
498,2025.02.28 10:17:04,ON,ON,54.63,-2.164,0,3.909,3.909,3.909,3.909,3.909,3.909,3.909,3.909,3.909,3.909,3.909,3.909,3.909,3.909,17,17,17,17,OFF,OFF,0,0
499,2025.02.28 10:17:06,ON,ON,54.624,-2.151,0,3.908,3.908,3.908,3.908,3.908,3.908,3.908,3.908,3.908,3.908,3.908,3.908,3.908,3.908,17,17,17,17,OFF,OFF,0,0
500,2025.02.28 10:17:09,ON,ON,54.61,-2.189,0,3.907,3.907,3.907,3.907,3.907,3.907,3.907,3.907,3.907,3.907,3.907,3.907,3.907,3.907,17,17,17,17,OFF,OFF,0,0
501,2025.02.28 10:17:10,ON,ON,54.603,-2.193,0,3.907,3.907,3.907,3.907,3.907,3.907,3.907,3.907,3.907,3.907,3.907,3.907,3.907,3.907,17,17,17,17,OFF,OFF,0,0
502,2025.02.28 10:17:11,ON,ON,54.6,-2.218,0,3.907,3.907,3.907,3.907,3.907,3.907,3.907,3.907,3.907,3.907,3.907,3.907,3.907,3.907,17,17,17,17,OFF,OFF,0,0
503,2025.02.28 10:17:12,ON,ON,54.589,-2.253,0,3.906,3.906,3.906,3.906,3.906,3.906,3.906,3.906,3.906,3.906,3.906,3.906,3.906,3.906,17,17,17,17,OFF,OFF,0,0
504,2025.02.28 10:17:13,ON,ON,54.577,-2.291,0,3.905,3.905,3.905,3.905,3.905,3.905,3.905,3.905,3.905,3.905,3.905,3.905,3.905,3.905,17,17,17,17,OFF,OFF,0,0
505,2025.02.28 10:17:14,ON,ON,54.849,-0.441,0,3.926,3.926,3.926,3.926,3.926,3.926,3.926,3.926,3.926,3.926,3.926,3.926,3.926,3.926,17,17,17,17,OFF,OFF,0,0
506,2025.02.28 10:17:15,ON,ON,54.948,0,0,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,17,17,17,17,OFF,OFF,0,0
507,2025.02.28 10:17:16,ON,ON,54.958,0,0,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,17,17,17,17,OFF,OFF,0,0
508,2025.02.28 10:17:17,ON,ON,54.89,-0.802,0,3.923,3.923,3.923,3.923,3.923,3.923,3.923,3.923,3.923,3.923,3.923,3.923,3.923,3.923,17,17,17,17,OFF,OFF,0,0
509,2025.02.28 10:17:18,ON,ON,54.53,-2.754,0,3.902,3.902,3.902,3.902,3.902,3.902,3.902,3.902,3.902,3.902,3.902,3.902,3.902,3.902,17,17,17,17,OFF,OFF,0,0
510,2025.02.28 10:17:19,ON,ON,54.518,-2.707,0,3.901,3.901,3.901,3.901,3.901,3.901,3.901,3.901,3.901,3.901,3.901,3.901,3.901,3.901,17,17,17,17,OFF,OFF,0,0
511,2025.02.28 10:17:21,ON,ON,54.504,-2.716,0,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,17,17,17,17,OFF,OFF,0,0
512,2025.02.28 10:17:23,ON,ON,54.5,-2.669,0,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,17,17,17,17,OFF,OFF,0,0
513,2025.02.28 10:17:23,ON,ON,54.494,-2.691,0,3.899,3.899,3.899,3.899,3.899,3.899,3.899,3.899,3.899,3.899,3.899,3.899,3.899,3.899,17,17,17,17,OFF,OFF,0,0
514,2025.02.28 10:17:24,ON,ON,54.49,-2.697,0,3.899,3.899,3.899,3.899,3.899,3.899,3.899,3.899,3.899,3.899,3.899,3.899,3.899,3.899,17,17,17,17,OFF,OFF,0,0
515,2025.02.28 10:17:25,ON,ON,54.486,-2.685,0,3.899,3.899,3.899,3.899,3.899,3.899,3.899,3.899,3.899,3.899,3.899,3.899,3.899,3.899,17,17,17,17,OFF,OFF,0,0
516,2025.02.28 10:17:26,ON,ON,54.485,-2.685,0,3.899,3.899,3.899,3.899,3.899,3.899,3.899,3.899,3.899,3.899,3.899,3.899,3.899,3.899,17,17,17,17,OFF,OFF,0,0
517,2025.02.28 10:17:29,ON,ON,54.47,-2.691,0,3.898,3.898,3.898,3.898,3.898,3.898,3.898,3.898,3.898,3.898,3.898,3.898,3.898,3.898,17,17,17,17,OFF,OFF,0,0
518,2025.02.28 10:17:30,ON,ON,54.47,-2.694,0,3.898,3.898,3.898,3.898,3.898,3.898,3.898,3.898,3.898,3.898,3.898,3.898,3.898,3.898,17,17,17,17,OFF,OFF,0,0
519,2025.02.28 10:17:31,ON,ON,54.465,-2.681,0,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,17,17,17,17,OFF,OFF,0,0
520,2025.02.28 10:17:32,ON,ON,54.461,-2.681,0,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,17,17,17,17,OFF,OFF,0,0
521,2025.02.28 10:17:33,ON,ON,54.46,-2.681,0,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,17,17,17,17,OFF,OFF,0,0
522,2025.02.28 10:17:36,ON,ON,54.455,-2.65,0,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,17,17,17,17,OFF,OFF,0,0
523,2025.02.28 10:17:37,ON,ON,54.448,-2.662,0,3.896,3.896,3.896,3.896,3.896,3.896,3.896,3.896,3.896,3.896,3.896,3.896,3.896,3.896,17,17,17,17,OFF,OFF,0,0
524,2025.02.28 10:17:39,ON,ON,54.857,0,0,3.923,3.923,3.923,3.923,3.923,3.923,3.923,3.923,3.923,3.923,3.923,3.923,3.923,3.923,17,17,17,17,OFF,OFF,0,0
525,2025.02.28 10:17:40,ON,ON,54.891,0,0,3.925,3.925,3.925,3.925,3.925,3.925,3.925,3.925,3.925,3.925,3.925,3.925,3.925,3.925,17,17,17,17,OFF,OFF,0,0
526,2025.02.28 10:17:42,ON,ON,54.901,0,0,3.926,3.926,3.926,3.926,3.926,3.926,3.926,3.926,3.926,3.926,3.926,3.926,3.926,3.926,17,17,17,17,OFF,OFF,0,0
527,2025.02.28 10:17:43,ON,ON,54.913,0,0,3.927,3.927,3.927,3.927,3.927,3.927,3.927,3.927,3.927,3.927,3.927,3.927,3.927,3.927,17,17,17,17,OFF,OFF,0,0
528,2025.02.28 10:17:44,ON,ON,54.919,0,0,3.927,3.927,3.927,3.927,3.927,3.927,3.927,3.927,3.927,3.927,3.927,3.927,3.927,3.927,17,17,17,17,OFF,OFF,0,0
529,2025.02.28 10:17:47,ON,ON,54.935,0,0,3.928,3.928,3.928,3.928,3.928,3.928,3.928,3.928,3.928,3.928,3.928,3.928,3.928,3.928,17,17,17,17,OFF,OFF,0,0
530,2025.02.28 10:17:48,ON,ON,54.94,0,0,3.929,3.929,3.929,3.929,3.929,3.929,3.929,3.929,3.929,3.929,3.929,3.929,3.929,3.929,17,17,17,17,OFF,OFF,0,0
531,2025.02.28 10:17:50,ON,ON,54.947,0,0,3.929,3.929,3.929,3.929,3.929,3.929,3.929,3.929,3.929,3.929,3.929,3.929,3.929,3.929,17,17,17,17,OFF,OFF,0,0
532,2025.02.28 10:17:51,ON,ON,54.952,0,0,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,17,17,17,17,OFF,OFF,0,0
533,2025.02.28 10:17:54,ON,ON,54.963,0,0,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,17,17,17,17,OFF,OFF,0,0
534,2025.02.28 10:17:56,ON,ON,54.966,0,0,3.931,3.931,3.931,3.931,3.931,3.931,3.931,3.931,3.931,3.931,3.931,3.931,3.931,3.931,17,17,17,17,OFF,OFF,0,0
535,2025.02.28 10:17:57,ON,ON,54.968,0,0,3.931,3.931,3.931,3.931,3.931,3.931,3.931,3.931,3.931,3.931,3.931,3.931,3.931,3.931,17,17,17,17,OFF,OFF,0,0
