,52.198,-1.732,52.147,-1.97,52.067,-2.653,52.044,-2.786,51.992,-3.23
,51.916,-2.624,51.872,-3.621,51.819,-4.135,51.86,-3.234,51.866,-3.145
,51.797,-3.716,51.804,-3.691,51.805,-3.694,51.741,-4.392,51.796,-3.741
,51.785,-4.027,51.785,-4.027,51.832,-3.453,51.868,-3.069,51.884,-3.326
,51.81,-3.5,51.77,-4.262,51.804,-3.58,51.75,-3.691,51.723,-3.999
,51.87,-3.094,51.677,-4.83,51.683,-4.348,51.663,-3.967,51.612,-4.325
,51.646,-4.281,51.54,-4.579,51.634,-3.71,51.846,-2.624,51.755,-3.732
,51.678,-3.681,51.715,-3.161,51.715,-3.161,51.744,-3.3,51.747,-3.208
,51.767,-3.151,51.707,-4.008,51.67,-4.205,51.74,-3.126,51.749,-3.084
,51.665,-3.935,51.744,-2.951,51.816,-2.691,51.779,-3.17,51.795,-2.907
,51.77,-2.996,51.799,-2.916,51.755,-3.411,51.811,-3.056,51.722,-2.973
,51.705,-3.57,51.705,-3.57,51.799,-3.002,51.797,-2.84,51.755,-3.392
,51.748,-3.313,51.788,-2.916,51.801,-3.031,51.785,-2.808,51.8,-3.097
,51.839,-2.938,51.819,-2.77,51.822,-2.653,51.804,-3.069,51.777,-2.805
,51.779,-3.116,51.784,-2.964,51.758,-3.091,51.794,-2.589,51.704,-3.51
,51.763,-2.91,51.775,-3.072,51.775,-3.072,51.816,-2.104,51.729,-3.237
,51.763,-2.961,51.704,-3.462,52.132,-0.422,51.714,-3.227,51.698,-3.665
,51.747,-3.107,51.717,-3.694,51.763,-3.367,51.755,-3.002,51.963,-1.663
,51.697,-3.018,51.78,-2.535,51.812,-2.408,51.83,-2.243,51.79,-2.872
,51.797,-2.821,51.762,-3.119,51.723,-3.123,51.738,-3.119,51.725,-3.078
,51.725,-3.078,51.753,-2.961,51.743,-3.116,51.762,-2.491,51.802,-2.621
,51.78,-2.837,51.814,-2.634,51.766,-2.789,51.771,-2.98,51.641,-3.799
,51.711,-2.942,51.718,-2.935,51.764,-2.704,51.727,-3.157,51.768,-2.913
,51.757,-2.913,51.765,-2.739,51.712,-2.98,51.772,-2.71,51.807,-2.183
,51.807,-2.183,51.767,-2.374,51.764,-2.545,51.776,-2.669,51.753,-2.888
,51.764,-2.681,51.759,-2.891,51.759,-2.859,51.769,-2.694,51.734,-3.069
,51.776,-2.631,51.743,-3.192,51.728,-2.78,51.703,-3.05,51.741,-2.853
,51.766,-2.52,51.746,-2.485,51.718,-3.227,51.755,-2.7,51.703,-3.189
,51.724,-2.777,51.684,-3.11,51.684,-3.11,51.708,-2.926,51.724,-2.748
,51.658,-3.783,51.663,-2.983,51.747,-2.634,51.731,-3.011,51.707,-2.961
,51.763,-2.427,51.751,-2.405,51.687,-2.986,51.661,-3.078,51.63,-3.37
,51.651,-3.716,51.672,-3.338,51.734,-2.707,51.655,-3.246,51.637,-3.062
,51.661,-3.389,51.631,-3.43,51.648,-3.465,51.686,-3.443,51.686,-3.443
,51.647,-3.364,51.658,-2.964,51.619,-3.199,51.691,-2.907,51.743,-2.783
,51.664,-3.497,51.651,-3.24,51.639,-3.399,51.677,-3.021,51.593,-3.557
,51.645,-3.043,51.649,-3.218,51.601,-3.453,51.623,-3.583,51.64,-3.478
,51.644,-3.281,51.644,-3.281,51.618,-3.186,51.518,-4.57,51.592,-2.954
,51.504,-3.999,51.533,-3.913,51.548,-3.513,51.535,-3.253,51.587,-3.653
,51.617,-3.177,51.608,-3.04,51.603,-2.853,51.623,-3.053,51.659,-2.964
,51.605,-3.183,51.601,-3.589,51.58,-3.357,51.623,-2.967,51.614,-3.145
,51.613,-3.005,51.631,-3.129,51.631,-3.129,51.642,-3.135,51.635,-3.126
,51.587,-3.411,51.643,-2.824,51.643,-2.964,51.613,-3.405,51.648,-2.57
,51.65,-2.992,51.536,-3.757,51.53,-3.792,51.479,-4.208,51.529,-3.351
,51.532,-3.64,51.529,-3.729,51.524,-3.983,51.516,-3.776,51.524,-3.443
,51.523,-3.732,51.549,-3.262,51.557,-3.332,51.557,-3.332,51.557,-3.291
,51.557,-3.224,51.541,-3.364,51.578,-3.434,51.563,-3.081,51.593,-3.084
,51.581,-3.053,51.56,-3.104,51.567,-3.142,51.576,-3.138,51.572,-3.443
,51.584,-2.992,51.58,-3.37,51.557,-3.383,51.539,-3.405,51.547,-3.446
,51.546,-3.484,51.58,-3.243,51.58,-3.243,51.513,-3.202,51.476,-3.922
,51.43,-3.691,51.95,-0.349,52.021,0.0,52.035,0.0,52.047,0.0
,52.054,0.0,52.061,0.0,52.07,0.0,52.077,0.0,52.085,0.0
